[Info] <01/12/2019 00:01:14> Saving world ...
[Info] <01/12/2019 00:01:14> World server saved ! (33 ms)
[Debug] <01/12/2019 00:01:55> Area 'Astrub (18)' update lagged (363ms) (msg:364ms, timers:0ms, timerProc:0/372)
[Info] <01/12/2019 00:04:14> Saving world ...
[Info] <01/12/2019 00:04:14> World server saved ! (32 ms)
[Info] <01/12/2019 00:07:14> Saving world ...
[Info] <01/12/2019 00:07:14> World server saved ! (29 ms)
[Info] <01/12/2019 00:10:14> Saving world ...
[Info] <01/12/2019 00:10:14> World server saved ! (33 ms)
[Info] <01/12/2019 00:13:14> Saving world ...
[Info] <01/12/2019 00:13:14> World server saved ! (32 ms)
[Info] <01/12/2019 00:16:14> Saving world ...
[Info] <01/12/2019 00:16:14> World server saved ! (32 ms)
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
[Warn] <01/12/2019 00:17:37> Execute DB command out the IO task pool : UPDATE `characters_shortcuts_spells` SET `SpellId` = @0, `OwnerId` = @1, `Slot` = @2 WHERE `ID` = @3
